Gene_name,Poor_M9_ATC5.rep1,Poor_M9_ATC5.rep2,Rich_LB_ATC12.rep1,Rich_LB_ATC12.rep2,Rich_M9_ATC5_1.rep1,Rich_M9_ATC5_1.rep2,Rich_M9_ATC5_2.rep1,Rich_M9_ATC5_2.rep2,Rich_M9_ATC5_CAM1.2.rep1,Rich_M9_ATC5_CAM1.2.rep2,Rich_M9_ATC5_NOX.rep1,Rich_M9_ATC5_NOX.rep2,Rich_M9_ATC5_PH5.rep1,Rich_M9_ATC5_PH5.rep2,Rich_M9_ATC5_TMP.rep1,Rich_M9_ATC5_TMP.rep2,Rich_M9_No_ATC_1.rep1,Rich_M9_No_ATC_1.rep2,Rich_M9_No_ATC_2.rep1,Rich_M9_No_ATC_2.rep2
leuA,475.306,409.298,2.418,3.299,13.859,4.82,4.98,5.302,23.348,24.899,18.863,16.118,11.034,2.846,7.54,5.294,12.218,4.801,8.718,16.495
leuL,64.496,54.988,4.236,6.367,2.855,4.645,1.794,4.192,7.908,5.596,24.509,16.425,23.2,2.857,2.93,6.779,4.466,4.107,11.163,2.244
leuO,6.399,5.625,1.511,0.906,2.103,1.176,1.376,2.26,1.736,1.832,3.411,3.315,2.536,2.315,5.125,4.091,2.518,1.276,2.969,2.616
ilvI,185.279,193.3,6.97,4.335,24.079,9.84,9.981,11.129,26.508,25.591,35.171,32.499,30.55,6.283,11.803,11.358,20.481,8.725,20.502,29.988
ilvH,220.91,246.977,5.992,6.499,26.66,9.241,11.418,11.806,32.486,25.95,36.938,35.413,33.396,5.76,14.313,14.916,23.344,7.171,26.264,34.65
cra,125.585,139.949,109.779,97.651,96.599,95.106,106.568,112.121,86.521,87.635,145.259,153.019,115.604,115.71,82.877,87.759,92.73,81.058,117.891,113.884
mraZ,143.236,160.16,264.151,223.958,189.155,150.455,139.559,137.729,155.197,146.033,150.49,148.362,231.203,251.674,152.584,137.976,178.278,145.808,177.14,143.886
rsmH,97.782,114.915,139.982,126.793,78.323,73.821,77.113,73.94,82.195,82.929,92.673,96.213,120.624,142.212,92.445,85.768,84.754,71.829,101.062,95.874
ftsL,131.679,163.096,159.279,117.217,120.883,80.885,81.079,80.278,111.776,108.051,109.065,120.661,136.23,157.166,105.341,91.486,119.552,76.206,157.51,150.402
ftsI,50.867,53.486,62.19,52.79,40.391,36.381,32.44,33.713,43.115,44.425,51.271,50.467,61.682,61.619,45.135,43.369,43.424,33.616,59.968,54.683
murE,96.133,106.185,112.177,106.528,88.366,74.199,63.726,68.83,88.936,81.094,99.358,108.945,130.917,108.473,91.865,87.72,88.936,65.597,108.033,100.181
murF,93.758,104.863,96.03,99.577,100.684,81.986,79.708,82.934,97.378,95.321,110.449,110.753,135.129,105.434,108.509,105.329,111.35,70.624,124.481,122.762
mraY,108.875,113.034,104.212,93.942,132.582,82.658,75.118,83.915,85.543,82.747,111.537,110.914,141.058,103.681,101.593,99.408,131.431,81.901,110.447,102.528
murD,107.623,123.564,98.183,97.993,149.655,86.749,76.345,81.604,97.529,96.06,115.779,107.504,133.26,101.681,101.421,105.802,138.501,76.725,117.021,112.966
ftsW,76.042,79.562,76.721,76.117,132.57,62.164,53.771,56.426,68.482,65.093,84.975,81.163,100.285,75.295,71.303,76.052,129.718,60.231,85.306,82.68
murG,87.061,89.537,87.797,74.54,149.167,75.305,61.659,61.778,82.805,79.401,95.135,91.706,116.994,97.992,90.161,92.031,137.097,71.969,104.117,99.855
murC,103.789,110.776,108.969,94.191,151.66,89.708,82.605,81.513,99.806,107.319,114.024,112.196,136.383,106.155,115.732,115.492,142.434,81.32,127.645,136.13
ddlB,137.122,149.279,135.722,125.255,182.281,124.24,115.243,119.038,126.333,116.305,139.366,142.328,163.849,124.239,160.39,151.934,175.589,113.036,181.337,176.516
ftsQ,120.216,129.146,105.242,102.646,172.936,79.608,78.744,81.434,103.969,96.676,109.557,115.414,135.826,108.858,119.249,121.669,164.48,77.258,124.072,113.535
ftsA,139.936,148.291,108.563,107.066,168.523,102.017,91.491,96.023,123.615,114.217,118.256,116.93,149.046,116.263,145.896,144.775,152.535,91.622,144.131,135.364
ftsZ,519.53,526.06,234.688,239.289,355.01,340.365,319.636,339.794,374.671,350.565,366.997,381.299,428.789,258.47,484.729,493.977,349.768,292.124,393.384,448.073
lpxC,988.866,1058.47,961.862,813.501,1193.816,974.493,850.443,924.603,997.252,1020.933,1043.492,1094.87,1122.554,906.718,1091.135,1072.115,1230.915,873.337,1230.222,1107.281
secM,110.428,106.673,167.381,139.037,189.195,147.075,132.372,133.843,145.824,145.108,151.855,159.101,195.124,130.932,162.734,166.561,221.992,169.854,151.342,159.434
secA,156.117,139.734,158.132,157.583,233.317,156.746,166.159,162.205,199.374,190.297,196.947,179.581,226.726,182.876,214.131,222.246,212.049,141.677,188.686,260.294
mutT,18.461,21.262,27.994,22.336,62.423,38.796,34.477,26.649,33.179,33.916,38.716,32.061,38.168,30.532,33.252,35.115,58.214,32.752,44.2,42.711
yacG,118.404,151.009,131.101,112.533,104.511,136.758,130.828,133,127.899,123.363,157.277,180.986,181.736,110.232,164.95,171.592,121.654,142.331,149.052,163.162
zapD,73.387,80.34,68.263,64.905,48.849,68.92,63.552,69.705,71.525,67.806,77.613,77.309,92.704,69.263,89.038,90.098,54.699,65.672,83.54,92.266
coaE,41.754,41.771,46.14,35.88,33.923,35.957,30.405,32.13,35.368,37.024,44.916,56.157,55.964,35.266,38.688,49.118,35.035,36.247,51.086,39.659
guaC,169.388,174.078,79.071,72.878,114.168,261.303,249.866,278.938,183.003,172.403,217.443,220.217,183.362,77.576,222.739,231.412,118.99,234.432,169.559,201.123
hofC,1.981,3.712,3.81,2.595,5.493,2.499,2.032,2.122,3.212,3.26,3.462,3.586,4.168,2.397,4.158,3.622,5.591,2.339,5.001,3.786
hofB,2.255,3.528,3.174,1.78,8.012,4.447,3.228,4.83,3.971,2.186,4.651,5.572,4.596,2.672,5.173,5.815,7.831,3.158,4.107,4.155
ppdD,1.452,0.603,0.731,0.571,3.549,0.515,0.826,0.65,0.96,0.92,0.562,0.623,1.216,0.395,0.867,0.669,4.735,0.203,0.979,0.811
nadC,53.307,51.134,48.797,43.313,60.743,51.536,53.936,59.088,45.11,45.869,72.828,69.041,72.246,43.6,73.921,72.562,68.337,52.155,57.212,61.792
ampD,29.706,28.744,15.188,11.676,30.647,16.794,25.914,25.906,19.223,17.298,24.794,28.975,22.739,13.51,35.038,33.772,32.64,21.684,33.769,33.241
ampE,38.058,39.136,20.581,12.426,32.919,26.087,24.7,25.255,20.334,21.039,28.244,30.406,25.008,18.026,41.628,41.04,37.317,18.021,42.184,38.812
aroP,190.317,211.305,26.855,22.465,19.563,14.008,13.78,14.294,19.182,19.962,18.839,14.881,23.274,24.533,17.532,17.311,15.481,13.067,9.895,12.549
pdhR,178.984,182.534,212.625,165.542,637.9,657.799,425.306,497.934,264.273,256.141,1022.469,1074.526,256.419,184.831,310.638,319.579,770.734,657.9,154.242,196.393
aceE,426.606,369.342,316.763,387.698,1508.779,1449.757,1681.818,1216.413,886.187,819.227,1524.314,1134.232,1469.313,410.588,2035.199,2054.613,1215.077,1710.475,345.925,813.539
aceF,391.595,351.349,347.148,463.091,1298.797,744.97,1017.717,613.501,868.491,808.06,606.952,333.285,1404.189,455.401,1923.864,1958.703,945.26,976.92,447.599,900.942
lpd,626.789,602.798,459.333,516.045,1155.661,598.744,679.419,495.543,997.829,884.761,276.853,203.07,1385.726,595.247,1564.51,1603.02,793.309,734.992,520.069,898.936
yacH,1.271,0.573,0.149,0,0.643,0.327,0.224,0.478,0.343,0.146,0.428,0.593,0.816,0.08,1.169,0.353,0.707,0.53,0.524,0.246
acnB,529.95,496.565,225.772,276.383,465.436,278.747,245.804,224.402,672.997,637.51,130.591,106.031,653.829,296.524,478.345,463.424,368.49,341.238,193.363,379.535
yacL,52.373,67.798,62.309,59.509,55.98,57.616,59.324,71.182,55.84,57.229,49.724,48.451,67.766,49.991,80.405,79.606,54.852,64.224,77.139,65.067
speD,220.186,199.716,182.322,224.121,288.915,310.896,296.294,260.574,295.209,317.689,246.47,217.982,318.425,247.774,212.343,203.296,239.306,286.004,230.607,350.178
speE,189.843,165.044,158.892,167.003,250.883,239.629,230.832,204.986,291.203,289.06,180.533,162.414,214.285,185.107,146.491,146.281,222.177,246.232,186.813,266.762
yacC,141.214,116.544,144.948,116.624,195.737,64.019,45.738,48.203,77.561,90.01,189.087,186.997,146.267,106.435,187.152,197.896,239.051,78.671,78.604,64.507
cueO,59.602,59.05,11.405,10.032,19.092,14.136,13.817,14.98,15.901,14.51,25.321,26.896,21.716,12.886,25.598,29.742,19.851,11.432,15.932,19.634
gcd,97.515,91.171,22.792,23.776,165.924,70.211,58.129,52.836,101.996,96.591,22.585,17.378,268.863,26.533,72.736,77.804,128.427,93.209,15.277,37.255
hpt,162.128,166.097,401.553,319.844,190.963,293.704,304.637,302.676,282.261,284.298,298.816,292.312,294.581,409.867,329.434,335.562,192.627,290.343,240.126,255.181
can,475.336,517.2,276.534,260.426,196.412,147.441,122.626,129.806,249.293,253.361,191.767,190.834,684.111,274.158,420.041,403.237,193.962,151.028,179.436,208.255
yadG,50.967,49.199,42.612,42.369,63.11,44.606,49.912,51.983,49.356,50.043,49.052,50.278,55.113,47.25,50.562,54.994,53.148,42.662,48.744,72.964
yadH,58.422,56.878,37.552,39.904,59.962,49.11,51.712,52.568,46.163,44.802,58.013,48.974,57.348,47.976,55.172,56.092,50.485,46.892,55.108,74.055
yadI,42.587,40.439,22.197,20.267,44.389,21.765,26.716,31.718,22.322,27.172,31.372,27.294,35.256,20.518,41.545,37.964,33.257,23.09,42.697,45.887
yadE,10.811,9.875,14.176,13.612,23.509,12.322,13.258,14.125,10.972,8.907,15.239,18.231,12.435,14.43,13.497,12.386,22.584,14.088,13.554,14.548
panD,514.856,513.135,328.022,245.292,188.303,353.365,372.303,371.776,472.703,459.631,541.945,620.884,580.745,303.915,633.089,644.425,203.305,362.217,390.557,325.679
rpnC,5.618,6.593,7.295,4.796,5.392,3.525,3.226,3.865,4.278,4.913,5.876,5.478,4.191,4.405,5.858,6.168,6.454,4.352,4.123,3.531
panC,276.095,264.153,114.948,116.664,142.724,185.294,194.541,203.397,205.08,209.032,247.412,233.04,248.965,118.254,338.943,330.437,143.155,169.945,228.477,273.329
panB,189.343,161.939,82.687,87.533,106.773,147.997,152.613,160.774,169.789,176.112,185.937,169.553,165.738,92.462,250.54,232.721,95.264,143.479,158.398,202.487
yadC,1.696,1.544,1.617,1.016,1.444,0.693,0.336,0.673,0.897,0.699,0.921,1.553,1.884,0.883,2.135,2.697,0.784,0.469,1.002,0.893
yadK,2.275,2.137,1.273,1.518,1.956,0.677,1.307,2.051,1.019,1.812,1.661,1.105,0.687,0.999,2.829,2.579,1.383,0.449,1.175,1.308
yadL,3.171,2.763,0.912,0.914,0.861,1.292,0.815,1.289,1.31,0.803,1.309,1.451,1.093,0.861,2.314,2.919,1.282,0.59,0.89,1.342
yadM,3.371,2.052,1.131,0.353,1.22,0.62,0.776,1.508,1.95,1.471,0.957,1.639,0.775,0.916,3.522,2.127,1.832,0.744,1.514,1.541
htrE,1.193,1.627,0.745,0.485,0.803,0.476,0.661,0.401,0.448,0.281,0.859,0.656,0.534,0.727,0.895,1.185,0.701,0.542,0.519,0.651
yadV,0.553,0.215,0.622,0.068,1.006,0.614,0,0,0.107,0.219,0.201,0.148,0.596,0.537,0.688,0.884,0.721,0.181,0.364,0.439
yadN,0.701,0.182,1.181,0.172,2.378,0.259,0.622,0.623,0.633,0.74,0.593,0.564,0.431,0.68,0.98,1.344,1.66,0.153,0.553,0.667
folK,59.837,52.269,41.747,38.867,90.983,71.042,62.257,62.026,70.62,71.343,78.152,72.08,88.435,44.124,62.134,58.632,89.893,76.065,85.538,84.655
pcnB,187.765,180.34,197.081,185.584,236.495,227.894,185.274,197.63,247.092,248.574,256.609,260.185,299.737,202.088,205.426,214.53,249.123,219.843,250.411,264.622
gluQ,31.371,30.849,40.426,26.834,15.141,14.169,10.437,10.959,23.836,20.338,19.016,18.914,34.293,39.42,31.795,26.154,16.266,10.696,20.138,21.724
dksA,916.371,1097.723,2110.288,1569.574,457.068,439.989,405.405,425.9,800.59,805.676,541.925,564.868,537.305,1886.042,751.588,772.158,444.155,381.976,849.582,687.275
sfsA,91.839,105.028,33.194,31.176,64.483,33.93,37.555,40.161,39.937,34.493,50.924,53.637,61.419,32.404,63.772,64.736,63.305,41.526,60.688,57.822
thpR,11.532,12.313,18.218,15.694,10.199,12.701,10.971,13.392,15.349,13.296,14.288,17.182,16.927,16.245,12.421,20.053,14.267,16.359,14.225,17.829
hrpB,21.004,21.525,25.63,19.976,23.104,23.347,19.843,22.146,23.151,25.068,25.712,27.73,26.112,22.833,25.963,29.069,25.201,20.658,28.864,28.651
mrcB,53.669,55.566,53.244,49.738,55.015,45.676,46.209,46.731,54.051,54.163,59.329,56.263,62.651,51.659,67.624,64.854,53.315,44.556,61.36,69.508
fhuA,240.05,257.414,29.766,28.442,141.534,48.279,84.561,58.305,267.367,267.374,442.86,362.091,281.725,32.004,261.852,252.526,124.839,66.007,380.328,344.46
fhuC,126.985,129.924,14.287,11.8,83.211,19.024,32.428,20.564,119.941,118.13,136.489,104.896,142.035,14.298,117.552,119.638,73.485,21.995,174.502,162.057
fhuD,63.12,57.272,7.29,5.99,43.634,8.958,14.828,8.887,69.229,61.264,74.103,47.868,85.621,7.868,68.412,66.85,44.013,12.306,106.18,84.42
fhuB,43.414,41.991,8.746,7.605,64.328,7.643,10.427,6.817,67.002,60.483,28.457,19.083,68.02,8.75,60.706,62.982,60.845,9.324,94.547,78.75
hemL,126.649,126.809,167.577,159.591,68.805,134.48,126.609,145.224,172.158,171.462,131.536,142.404,115.759,183.81,167.053,167.217,73.054,125.374,127.659,136.383
clcA,49.352,53.66,34.08,26.747,30.525,19.285,19.71,21.999,18.162,19.143,31.797,32.641,39.447,30.575,31.423,32.625,29.359,18.923,26.742,24.389
erpA,429.332,518.07,317.387,301.221,198.471,349.945,307.245,305.776,411.656,363.825,451.076,510.589,442.859,380.878,438.824,448.141,193.364,288.23,182.397,163.14
yadS,22.706,24.533,45.623,29.413,32.366,28.862,25.883,26.757,31.763,37.02,30.595,29.243,23.855,40.555,32.783,35.861,34.983,25.409,35.623,33.368
btuF,36.369,40.646,36.835,36.272,38.488,49.92,45.23,45.039,41.262,44.272,50.516,47.105,47.207,45.745,71.007,62.622,41.743,39.058,51.057,47.359
mtn,210.472,222.544,203.474,174.869,155.093,272.396,238.276,263.978,237.06,224.717,249.781,269.345,252.612,221.274,375.297,367.19,162.852,223.852,250.391,246.121
dgt,19.951,24.687,14.445,14.695,21.536,13.112,17.373,19.664,15.793,16.608,22.507,20.891,18.365,14.313,21.746,22.792,24.09,15.946,19.513,23.747
degP,101.049,101.647,60.581,51.308,163.451,83.063,80.013,93.15,56.898,52.543,71.406,68.192,132.61,66.464,145.208,139.099,170.74,67.196,67.773,90.775
cdaR,13.939,15.882,7.28,7.218,13.215,2.05,3.144,3.149,4.707,4.158,2.698,3.844,4.684,7.556,5.668,6.564,11.155,2.083,5.824,6.125
yaeH,224.041,298.328,60.112,41.766,119.395,80.282,90.591,98.537,75.899,80.24,92.768,112.054,69.267,55.113,185.747,179.308,106.288,70.743,165.623,149.302
yaeI,14.371,14.22,8.556,5.203,20.717,6.587,8.701,8.138,11.392,13.375,14.516,13.724,14.585,9.968,18.538,13.702,17.412,8.075,12.874,17.928
dapD,470.291,507.229,285.022,253.202,272.176,304.398,320.229,337.797,353.018,369.711,479.433,458.217,436.931,315.027,453.852,450.859,273.929,264.722,438.523,441.591
glnD,32.351,33.736,12.589,11.943,32.407,27.622,30.036,29.926,33.966,31.371,32.177,27.676,35.313,14.006,38.277,35.545,32.349,28.872,28.349,37.999
map,236.3,237.326,229.807,201.319,285.416,274.04,279.479,268.208,443.595,444.023,332.702,300.39,395.859,260.625,366.611,351.821,257.693,259.6,417.372,459.646
rpsB,2083.585,2080.444,4957.149,4851.491,3748.485,4626.25,4563.606,4248.623,5041.983,5218.012,3611.466,3542.478,3257.046,5715.71,2899.274,2859.68,3396.381,3996.552,4409.653,4420.734
tsf,974.108,940.259,2627.48,2765.901,1872.586,2366.728,2441.511,2190.441,3864.437,3773.236,1848.463,1727.111,1568.19,3130.732,1692.133,1664.992,1670.203,2104.817,2005.696,2386.8
pyrH,129.309,125.493,182.55,239.353,465.562,646.792,592.308,573.836,406.77,393.45,314.462,292.828,360.721,221.057,350.674,335.392,426.638,587.062,291.093,381.442
frr,595.545,654.389,981.829,883.308,997.147,1391.753,1318.016,1261.393,1031.731,1036.37,1013.072,943.22,804.194,1018.136,1062.86,1031.918,909.09,1187.899,1000.161,1070.115
dxr,53.598,47.982,36.291,42.13,62.592,42.985,39.675,36.253,56.151,49.964,55.718,52.023,72.216,41.66,74.348,73.929,45.501,40.725,45.479,51.858
ispU,233.521,227.723,207.598,185.984,426.093,288.062,229.634,240.41,265.14,271.065,308,316.032,337.885,206.731,240.565,252.172,443.956,283.297,317.558,302.068
cdsA,167.915,177.617,161.767,136.594,326.882,216.912,179.297,190.773,201.394,193.225,215.918,214.948,214.841,171.374,185.871,195.7,310.06,199.104,235.18,238.884
rseP,180.943,181.328,177.845,156.662,337.284,211.54,177.5,190.053,181.674,181.291,200.108,210.241,260.897,184.841,229.945,220.333,322.107,193.204,235.97,232.593
bamA,317.897,315.348,220.985,244.7,447.97,308.313,310.032,299.135,285.371,282.359,309.161,290.793,375.308,250.318,368.821,366.911,399.707,268.549,309.071,401.851
skp,922.7,939.785,595.917,578.082,918.995,863.755,930.721,925.332,873.625,905.384,999.091,983.493,1337.599,642.642,1192.194,1166.188,859.707,801.293,1026.716,1219.881
lpxD,459.294,461.636,374.543,380.621,478.944,456.022,452.68,429.988,487.276,483.124,529.8,505.453,768.539,400.355,554.164,554.066,448.267,418.345,488.022,607.962
fabZ,391.181,396.332,581.379,563.331,425.144,451.954,391.83,358.097,491.345,510.444,501.581,523.104,544.083,599.006,577.037,575.868,399.692,398.087,478.123,467.387
lpxA,369.94,383,564.671,504.11,386.292,415.098,365.364,351.262,475.879,443.182,445.908,480.099,460.705,609.904,524.476,490.075,352.595,356.841,478.294,447.184
lpxB,132.323,128.1,150.566,139.557,151.019,134.145,107.563,111.853,146.243,140.004,163.154,157.52,175.087,163.539,178.175,173.51,154.461,120.342,159.722,154.061
rnhB,74.462,71.497,95.372,91.218,115.513,73.62,61.077,58.902,87.497,91.026,96.89,87.184,103.644,112.884,113.15,106.631,118.115,72.977,85.9,99.945
dnaE,65.367,58.901,99.002,92.72,118.218,77.402,70.094,65.654,76.514,76.652,91.408,89.797,100.017,100.712,105.709,101.525,113.713,76.187,98.503,90.633
accA,242.366,244.375,335.728,331.389,272.665,291.693,281.78,263.569,326.833,312.48,337.71,326.251,398.681,364.05,435.966,433.769,247.042,248.036,317.732,379.696
ldcC,40.203,50.86,7.409,5.642,22.383,13.361,13.478,15.042,12.811,12.022,17.119,16.589,22.085,7.114,26.226,26.018,21.992,9.737,18.06,17.391
yaeR,72.661,74.417,32.423,29.567,42.804,29.275,28.875,34.73,33.858,30.309,30.706,31.568,60.001,36.459,47.795,48.052,46.945,25.194,31.127,37.372
tilS,39.942,44.255,37.271,31.166,32.243,29.887,24.206,24.925,37.768,37.753,34.127,33.997,44.477,35.805,38.168,40.481,31.366,24.377,37.672,35.539
rof,199.247,264.733,135.126,77.209,172.724,151.853,181.342,190.198,137.913,135.566,162.374,162.3,236.466,148.47,217.172,225.487,143.215,101.058,209.147,217.657
yaeQ,31.065,28.671,45.517,43.575,57.054,42.053,42.584,52,43.473,46.222,51.631,49.677,55.161,46.803,61.626,57.545,61.06,44.825,44.319,54.223
arfB,41.794,43.102,27.008,23.451,48.862,38.695,37.075,33.375,37.535,41.054,49.118,46.841,53.606,38.081,48.511,46.937,45.808,32.467,48.15,53.685
nlpE,59.027,70.761,35.084,37.995,60.934,40.394,41.883,42.35,51.1,45.311,50.668,51.406,70.171,40.417,53.957,56.448,54.199,34.266,53.194,62.322
yaeF,4.969,5.348,4.997,5.127,12.948,7.991,6.526,6.946,5.036,6,7.844,7.028,10.245,4.881,8.536,10.166,13.245,7.498,8.404,11.397
proS,271.898,250.407,329.093,323.066,220.556,401.46,398.652,382.243,359.615,351.677,378.222,369.147,407.652,379.546,377.561,376.193,226.602,346.967,279.228,337.431
trmO,60.58,65.993,60.445,59.137,72.175,68.928,63.624,57.761,63.277,63.842,81.21,78.95,87.618,74.892,56.886,54.142,72.022,58.193,54.791,70.536
rcsF,102.487,110.379,97.819,81.871,97.466,118.002,108.27,106.377,78.863,80.347,115.52,121.188,128.874,93.358,107.943,102.415,107.56,100.737,75.534,92.621
metQ,724.505,637.926,80.841,77.166,96.232,131.621,155.219,132.472,166.23,166.11,150.402,145.185,215.078,98.064,153.226,163.133,91.831,118.824,146.222,191.654
metI,190.949,132.685,37.437,41.114,22.981,51.175,52.374,45.683,46.976,46.779,52.734,50.466,94.611,32.879,37.223,38.875,26.547,53.983,30.771,41.04
metN,163.512,103.246,27.876,27.494,11.265,37.522,43.473,39.601,34.436,35.542,32.409,35.31,80.951,31.17,23.898,25.62,12.164,37.24,18.481,21.815
gmhB,72.061,72.073,60.701,54.025,82.03,59.903,61.859,61.411,67.717,65.652,80.149,76.336,86.07,63.01,80.765,83.386,79.253,54.587,103.223,89.242
rrsH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ileV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alaV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rrlH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rrfH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aspU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dkgB,22.18,28.098,14.897,11.712,14.707,6.849,5.693,8.488,14.745,13.054,5.551,4.922,13.729,15.583,28.138,26.651,15.101,6.833,9.328,11.33
yafC,12.769,14.465,13.341,9.63,9.394,6.57,9.494,9.508,13.535,14.013,9.701,8.169,11.236,15.486,10.029,12.89,8.704,7.614,13.267,11.733
yafD,100.248,121.407,58.028,51.831,47.017,34.058,40.132,43.738,42.022,40.76,72.647,75.478,122.211,51.083,66.512,69.698,44.562,37.525,59.88,48.74
yafE,23.979,31.476,18.013,15.13,28.186,9.229,9.42,11.813,16.624,14.522,27.853,27.305,54.887,15.616,20.834,23.312,24.593,9.09,22.394,21.793
mltD,357.385,337.314,139.452,104.394,323.456,333.91,275.179,266.647,277.354,284.569,358.312,382.146,100.32,124.312,540.555,527.15,397.39,310.743,454.829,342.334
gloB,39.449,38.319,22.606,15.752,37.427,33.245,32.854,34.73,29.472,34.027,36.666,41.803,24.32,18.545,48.849,48.104,38.189,27.736,40.857,50.264
yafS,23.318,28.599,19.306,11.283,26.663,24.316,16.116,24.282,19.105,18.781,25.102,29.039,21.286,19.117,25.649,27.28,28.413,22.856,24.178,21.329
rnhA,45.55,44.977,59.157,40.563,77.392,43.178,37.456,32.392,37.884,41.152,61.348,70.934,65.635,50.248,59.506,62.446,72.223,36.264,67.787,48.94
dnaQ,108.717,122.141,55.254,52.555,58.1,81.437,66.441,70.03,76.783,81.075,93.078,95.958,100.384,55.626,104.819,110.463,55.862,63.088,89.922,83.379
aspV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yafT,2.086,1.961,7.619,7.752,10.24,3.728,3.177,3.645,3.097,4.336,2.587,5.944,3.932,7.527,2.351,3.335,10.256,3.466,3.775,5.298
yafU,0.453,0.314,0.272,0,0.879,0.149,0,0,0,0,0.585,0.162,1.302,0.293,0.282,0.387,2.435,0.263,0.398,0.384
yafV,50.512,67.288,27.723,24.556,35.313,23.392,28.538,30.135,24.78,22.945,37.753,47.049,38.368,22.376,35.624,37.395,36.281,26.357,46.955,34.601
ivy,280.001,343.153,36.93,35.056,99.682,110.416,136.624,148.482,62.526,77.04,141.543,153.407,193.88,34.823,166.174,173.768,107.475,103.363,114.963,106.936
fadE,47.576,44.329,3.146,4.037,4.206,2.087,1.681,2.237,3.766,4.116,2.779,2.787,4.334,4.677,5.917,5.146,3.158,2.539,3.906,2.794
lpcA,194.708,215.007,182.115,146.712,105.031,158.972,168.176,168.882,149.814,159.588,170.258,179.505,166.999,181.61,200.647,184.695,100.482,141.313,190.373,193.517
yafJ,62.787,77.587,60.281,49.436,62.493,59.202,56.757,60.031,74.011,67.413,79.998,78.865,81.306,69.073,76.589,76.447,62.222,51.698,82.194,101.329
yafK,259.537,265.776,117.558,114.706,199.405,113.923,101.715,104.471,126.632,130.831,235.422,233.496,242.678,119.563,208.209,216.74,206.248,105.416,148.535,177.201
yafQ,149.047,166.515,36.655,29.689,174.605,140.601,123.328,132.759,104.52,120.899,146.362,154.642,164.467,40.184,226.928,221.943,162.314,105.011,169.014,180.393
dinJ,149.706,149.893,46.066,36.752,99.843,104.037,90.38,107.184,89.018,91.72,119.408,125.718,129.652,29.43,178.607,183.523,128.108,125.429,123.41,92.615
yafL,4.988,5.386,2.703,1.678,3.511,2.088,1.942,2.084,2.752,1.154,3.174,3.518,4.121,2.32,2.294,3.582,2.59,1.727,2.662,2.082
rayT,11.422,16.864,9.065,10.414,7.981,7.101,7.103,9.206,6.483,7.822,11.55,12.471,14.185,11.98,9.725,12.368,7.021,6.278,13.542,13.98
lfhA,1.286,1.427,0.861,0.294,1.015,0.59,0.759,0.456,0.556,0.6,0.55,0.898,0.994,0.755,1.228,0.956,0.567,0.574,0.535,0.646
lafU,3.186,2.883,2.376,0.533,1.38,0.468,1.204,0.965,1.68,1.217,2.492,2.036,2.545,2.4,1.897,2.167,2.698,1.359,1.213,1.377
dinB,13.781,15.604,7.307,4.721,11.245,8.802,10.27,11.149,11.502,11.476,11.27,10.904,13.738,7.815,20.79,19.732,11.29,11.694,15.506,11.399
yafN,17.778,14.554,6.894,9.334,12.167,11.771,10.792,12.492,14.581,10.213,13.493,14.769,19.845,12.598,18.424,13.596,15.114,15.267,7.432,11.287
yafO,12.072,14.055,6.754,4.922,9.277,9.496,5.801,9.074,6.632,8.61,10.067,11.158,14.543,12.46,12.059,11.249,10.833,6.884,9.939,10.926
yafP,5.317,3.99,9.05,7.392,7.184,5.52,5.454,3.45,6.25,6.21,7.115,6.491,10.582,8.012,6.119,12.801,6.968,4.19,5.181,5.889
ykfJ,0.672,0.697,0.863,0,0.93,0.189,0.779,0.195,0.396,0,0.279,0.412,0.827,0.372,0.716,0.491,0,0.335,0.101,0.122
prfH,0.563,0.796,0.644,0.603,0.992,0.202,0.208,0.104,1.268,0.216,0.445,0.768,1.322,0.595,1.145,1.439,0.291,0.535,0.054,0.455
pepD,209.789,205.402,188.655,185.493,248.521,264.27,285.267,305.353,186.903,191.017,333.847,327.624,292.788,231.332,427.95,417.021,234.258,216.08,324.495,410.889
gpt,209.719,182.8,346.447,289.451,234.185,593.567,519.082,470.729,408.978,422.953,545.297,539.981,482.469,433.7,486.144,437.411,233.296,498.772,455.603,413.795
frsA,44.596,50.401,31.284,31.223,54.951,51.817,53.102,54.041,46.505,45.213,52.554,50.68,72.016,32.746,70.509,69.473,56.697,52.195,59.37,66.714
crl,219.144,269.715,159.405,122.102,307.158,151.566,110.766,130.296,262.336,268.277,158.861,171.07,351.763,163.765,300.351,305.055,267.083,148.348,148.784,152.81
phoE,1.31,2.416,1.134,0.429,0.612,0.144,0.246,0.493,1.704,1.332,1.268,0.885,0.358,0.424,2.354,1.737,0.276,0.338,0.46,1.047
